title,user_id,tags,genres,recommend
System Shock 2,phrostb,"['RPG', 'Cyberpunk', 'Horror', 'Sci-fi', 'Classic', 'FPS', 'Survival Horror', 'Action', 'Cult Classic', 'Space', 'First-Person', 'Story Rich', 'Atmospheric', 'Great Soundtrack', 'Singleplayer', 'Co-op', 'Inventory Management', 'Shooter', 'Survival', 'Adventure']",Action,True
Edge of Space,76561198097730477,"['Sandbox', 'Indie', 'Adventure', 'Action', '2D', 'Crafting', 'Space', 'Sci-fi', 'RPG', 'Survival', 'Multiplayer', 'Open World', 'Platformer', 'Co-op', 'Building', 'Pixel Graphics', 'Exploration', 'Side Scroller', 'Singleplayer', 'Metroidvania']",Action,False
Pinball Arcade,76561198028483487,"['Pinball', 'Simulation', 'Free to Play', 'Arcade', 'Classic', 'Singleplayer', 'Casual', 'Multiplayer', 'Retro']",Free to Play,True
Outlast,CHAAANG,"['Horror', 'Atmospheric', 'First-Person', 'Survival Horror', 'Survival', 'Gore', 'Adventure', 'Action', 'Singleplayer', 'Psychological Horror', 'Indie', 'Dark', 'Stealth', 'Nudity', 'Parkour', 'Difficult', '3D Vision', 'Walking Simulator', 'Sci-fi', 'FPS']",Action,True
Magicka 2,smartypants3473,"['Magic', 'Co-op', 'Adventure', 'Comedy', 'Action', 'Multiplayer', 'Funny', 'Online Co-Op', 'Atmospheric', 'Team-Based', 'PvP', 'Open World', 'RPG', 'Local Co-Op', 'Fantasy', 'Memes', 'Gore', 'Local Multiplayer', 'Singleplayer', 'Isometric']",Action,True
Contagion,76561197988863895,"['Zombies', 'Survival', 'Action', 'Co-op', 'Multiplayer', 'Horror', 'FPS', 'Online Co-Op', 'Indie', 'First-Person', 'Shooter', 'Adventure', 'Open World', 'Survival Horror', 'PvP', 'Atmospheric', 'Gore', 'Singleplayer', 'Competitive', 'Local Co-Op']",Action,False
BattleBlock Theater®,76561198085547365,"['Comedy', 'Co-op', 'Platformer', 'Funny', 'Multiplayer', 'Indie', 'Adventure', 'Local Co-Op', '2D', 'Action', 'Great Soundtrack', 'Casual', 'Puzzle', 'Online Co-Op', 'Level Editor', 'Local Multiplayer', 'Singleplayer', 'Difficult', 'Team-Based', 'Sandbox']",Action,True
Might &amp; Magic X - Legacy,Bogus88,"['RPG', 'Turn-Based', 'Fantasy', 'Singleplayer', 'CRPG', 'Dungeon Crawler', 'Classic', 'First-Person', 'Tactical', 'Open World', 'Grid-Based Movement', 'Retro', 'Difficult', 'Adventure', 'Magic', 'Party-Based RPG']",RPG,False
Skyward Collapse,76561198065613069,"['Strategy', 'Simulation', 'Indie', 'Turn-Based', 'God Game', 'Singleplayer', 'Fantasy']",Indie,True
Bionic Dues,76561198108415635,"['Strategy', 'Rogue-like', 'RPG', 'Turn-Based', 'Indie', 'Turn-Based Strategy', 'Robots', 'Tactical', 'Rogue-lite', 'Sci-fi', 'Mechs', 'Singleplayer', 'Great Soundtrack', '2D']",Indie,False
"Papers, Please",js41637,"['Indie', 'Political', 'Simulation', 'Point & Click', 'Singleplayer', 'Dystopian', 'Puzzle', 'Pixel Graphics', 'Retro', 'Multiple Endings', 'Atmospheric', 'Adventure', 'Story Rich', 'Strategy', 'Casual', '2D', 'Great Soundtrack', 'Replay Value', 'Difficult', 'Surreal']",Adventure,True
Hammerwatch,76561198047304525,"['Indie', 'Dungeon Crawler', 'RPG', 'Co-op', 'Action', 'Pixel Graphics', 'Local Co-Op', 'Online Co-Op', 'Adventure', 'Retro', 'Hack and Slash', 'Multiplayer', 'Fantasy', '2D', '4 Player Local', 'Top-Down', 'Singleplayer', 'Local Multiplayer', 'Rogue-like', 'Level Editor']",Action,True
FINAL FANTASY III,Castor_E,"['JRPG', 'RPG', 'Turn-Based', 'Remake', 'Classic', 'Fantasy', 'Singleplayer', 'Retro', 'Great Soundtrack', 'Adventure', 'Story Rich', 'Class-Based', 'Open World', 'Difficult', 'Strategy', 'Turn-Based Strategy']",RPG,True
Dying Light,assassin_warman,"['Zombies', 'Survival', 'Open World', 'Parkour', 'Co-op', 'Action', 'Multiplayer', 'First-Person', 'Horror', 'Gore', 'Survival Horror', 'Crafting', 'FPS', 'Adventure', 'Atmospheric', 'Shooter', 'Singleplayer', 'RPG', 'Stealth', 'Sandbox']",Action,True
Thief,generalale,"['Stealth', 'Action', 'Adventure', 'First-Person', 'Singleplayer', 'Dark', 'Steampunk', 'Atmospheric', 'Horror', 'Parkour', 'Assassin', 'Open World', 'Heist', 'RPG', 'Medieval', 'FPS', 'Nudity', 'Fantasy', 'Strategy', '3D Vision']",Action,True
Amnesia: A Machine for Pigs,armouredmarshmallow,"['Horror', 'Indie', 'Walking Simulator', 'Adventure', 'First-Person', 'Atmospheric', 'Dark', 'Singleplayer', 'Linear', 'Short', 'Action', 'Psychological Horror', 'Survival Horror', 'Story Rich', 'Stealth', 'Great Soundtrack', 'Survival', 'Puzzle', 'Steampunk', 'Gore']",Action,True
Castlevania: Lords of Shadow 2,smegmyfoodle,"['Action', 'Adventure', 'Vampire', 'Hack and Slash', 'Gothic', 'Singleplayer', 'Third Person', 'Fantasy', 'Action RPG', 'Metroidvania', 'Dark', 'Violent', 'RPG', 'Story Rich', 'Horror', 'Gore', 'Atmospheric', 'Great Soundtrack', 'Spectacle fighter', 'Platformer']",Action,True
Spelunky,kggj,"['Rogue-like', 'Platformer', 'Indie', 'Difficult', '2D', 'Local Co-Op', 'Replay Value', 'Procedural Generation', 'Action', 'Perma Death', 'Rogue-lite', 'Adventure', 'Singleplayer', 'Controller', 'Co-op', 'Local Multiplayer', 'Great Soundtrack', 'Side Scroller', 'Multiplayer', 'Retro']",Indie,True
Soldier Front 2,76561198067713802,"['Free to Play', 'Action', 'FPS', 'Multiplayer', 'Shooter', 'Massively Multiplayer', 'Singleplayer', 'First-Person', 'Open World']",Action,True
Hate Plus,fereleth,"['Visual Novel', 'Indie', 'Anime', 'Sci-fi', 'Story Rich', 'Politics', 'Interactive Fiction', 'Great Soundtrack', 'Singleplayer', 'Female Protagonist', 'Multiple Endings', 'Romance', 'Dating Sim', '2D', 'Mystery']",Indie,True
PAC-MAN™ and the Ghostly Adventures,chidvd,"['Action', 'Platformer', '3D Platformer', 'Adventure']",Action,True
Bleed,NathanielPeace,"['Action', 'Indie', 'Platformer', 'Female Protagonist', 'Fast-Paced', 'Shooter', '2D', 'Difficult', 'Pixel Graphics', 'Local Co-Op', 'Singleplayer', 'Arcade', 'Bullet Time', 'Side Scroller', ""Shoot 'Em Up"", 'Short', 'Cute', 'Local Multiplayer', 'Co-op', 'Retro']",Action,True
Game Dev Tycoon,Posiblydead,"['Simulation', 'Management', 'Indie', 'Strategy', 'Casual', 'Singleplayer', 'Economy', '2D', 'Moddable', 'Replay Value', 'Funny', 'Sandbox', 'GameMaker', 'Point & Click', 'Difficult', 'Great Soundtrack', 'Touch-Friendly', 'Adventure', 'Comedy', 'Isometric']",Casual,True
Dead State: Reanimated,76561198038259170,"['Zombies', 'Survival', 'RPG', 'Turn-Based', 'Strategy', 'Singleplayer', 'Indie', 'Post-apocalyptic', 'Kickstarter', 'Turn-Based Strategy', 'Horror', 'Turn-Based Combat', 'Open World', 'Sandbox', 'Tactical', 'Simulation', 'Survival Horror', 'Isometric', 'Action', 'Base Building']",Indie,True
Counter-Strike: Source,76561198078752187,"['Action', 'FPS', 'Multiplayer', 'Shooter', 'Team-Based', 'Tactical', 'First-Person', 'Competitive', 'PvP', 'Military', 'War', 'e-sports', 'Moddable', 'Strategy', 'Difficult', 'Singleplayer', 'Survival', 'Simulation', 'Atmospheric', 'Sandbox']",Action,True
The Ship: Murder Party,DeadFishCorporation,"['Multiplayer', 'Indie', 'Action', 'First-Person', 'Stealth', 'Mystery', 'RPG', 'Assassin', 'Funny', 'Survival', 'Simulation', 'Singleplayer', 'FPS', 'Strategy', 'Comedy', 'Adventure', 'Shooter', 'Difficult', 'Replay Value', 'Stylized']",Action,True
Train Simulator,macey_moo,"['Simulation', 'Trains', 'Singleplayer', 'Driving', 'Realistic', 'Casual', 'Relaxing', 'Open World', 'Building', 'Moddable', 'Sandbox', 'TrackIR', 'Level Editor', 'Atmospheric', 'Action', 'Fishing', 'City Builder', 'Strategy', 'VR', 'Massively Multiplayer']",Simulation,False
Quadrilateral Cowboy,baco65,"['Indie', 'Adventure', 'Action', 'Hacking', 'Cyberpunk', 'Puzzle', 'Programming', 'Female Protagonist', 'First-Person']",Action,True
MotoGP™13,MAKLO_GEMING_xDDDD,"['Racing', 'Sports', 'Simulation', 'Multiplayer']",Racing,True
Wanderlust Adventures,Ovakil,"['Adventure', 'Indie', 'RPG', 'Action', 'Pixel Graphics', 'Open World', 'Online Co-Op', 'Action RPG', 'Multiplayer', 'Difficult', 'Crafting', 'Arcade', '2D']",Action,True
Wasteland 2: Director's Cut,AlkalineDeath,"['RPG', 'Post-apocalyptic', 'Turn-Based', 'Strategy', 'Tactical', 'Adventure', 'Isometric', 'Kickstarter', 'Singleplayer', 'CRPG', 'Open World', 'Indie', 'Sci-fi', 'Crowdfunded', 'Turn-Based Strategy', 'Survival', 'Atmospheric', 'Exploration', 'Action RPG', 'Action']",Adventure,True
Half Minute Hero: The Second Coming,76561198022316167,"['RPG', 'Indie', 'JRPG', 'Action', 'Fast-Paced', 'Great Soundtrack', 'Comedy', 'Pixel Graphics', 'Retro', 'Action RPG', 'Multiplayer', 'Adventure', 'Singleplayer', '2D']",Action,True
Contraption Maker,76561198034823626,"['Puzzle', 'Physics', 'Casual', 'Indie', 'Simulation', 'Sandbox', 'Level Editor', '2D', 'Comedy', 'Singleplayer', 'Co-op', 'Multiplayer']",Casual,True
Sherlock Holmes: Crimes and Punishments,76561198067283158,"['Detective', 'Adventure', 'Mystery', 'Crime', 'Atmospheric', 'Puzzle', 'Investigation', 'Story Rich', 'Singleplayer', 'Point & Click', 'Historical', 'Third Person', 'Open World', 'Action', 'Choices Matter', 'First-Person', 'Horror', 'Classic', 'Indie']",Adventure,True
Ittle Dew,BewareWeLive,"['Adventure', 'Indie', 'Puzzle', 'Female Protagonist', 'Cute', 'Comedy', '2D', 'Exploration', 'Singleplayer', 'Funny', 'Great Soundtrack', 'Top-Down', 'Action', 'Cartoony', 'Short', 'Sokoban', 'RPG']",Adventure,True
CastleStorm,The_Wiz4rd,"['Strategy', 'Indie', 'Action', 'Tower Defense', 'Fantasy', 'Destruction', 'Funny', 'Co-op', 'Singleplayer', '2D', 'Local Multiplayer', 'Multiplayer', 'Local Co-Op']",Action,True
State of Decay,76561198099625419,"['Zombies', 'Survival', 'Open World', 'Action', 'Post-apocalyptic', 'RPG', 'Third Person', 'Singleplayer', 'Sandbox', 'Base Building', 'Simulation', 'Exploration', 'Multiplayer', 'Adventure', 'Horror', 'Third-Person Shooter', 'Survival Horror', 'Atmospheric', 'Indie', 'Co-op']",Action,True
The Crew™,GuiCreed368,"['Racing', 'Open World', 'Multiplayer', 'Driving', 'Co-op', 'Massively Multiplayer', 'America', 'Offroad', 'Action', 'Online Co-Op', 'Atmospheric', 'Arcade', 'Simulation', 'Singleplayer', 'First-Person', 'Team-Based', 'Sandbox', 'Great Soundtrack', 'RPG', 'Family Friendly']",Action,True
Rogue Legacy,misterross,"['Rogue-like', 'Platformer', 'Indie', 'Action', 'Singleplayer', '2D', 'Metroidvania', 'RPG', 'Rogue-lite', 'Pixel Graphics', 'Side Scroller', 'Controller', 'Fantasy', 'Exploration', 'Medieval', 'Difficult', 'Replay Value', 'Adventure', 'Procedural Generation', 'Perma Death']",Action,True
Guncraft,Auditore70,"['Action', 'Indie', 'FPS', 'Building', 'Multiplayer', 'Voxel', 'Sandbox', 'Shooter', 'Co-op']",Action,True
Goodbye Deponia,76561198028908163,"['Adventure', 'Point & Click', 'Comedy', 'Indie', 'Singleplayer', 'Hand-drawn', 'Funny', 'Puzzle', 'Dark Humor', 'Story Rich', 'Great Soundtrack']",Adventure,True
Middle-earth™: Shadow of Mordor™,maxpaynepillkiller,"['Action', 'Open World', 'Adventure', 'Fantasy', 'Third Person', 'Stealth', 'Singleplayer', 'RPG', 'Action RPG', 'Assassin', 'Gore', 'Hack and Slash', 'Parkour', 'Atmospheric', 'Story Rich', 'Magic', 'Lore-Rich', 'Dark Fantasy', 'Based On A Novel', 'Sandbox']",Action,True
The Ship: Single Player,76561198060713420,"['Action', 'RPG', 'Indie', 'Singleplayer', 'FPS']",Action,True
Assassin’s Creed® IV Black Flag™,aquelecaraqfazaquilo,"['Pirates', 'Open World', 'Action', 'Adventure', 'Assassin', 'Third Person', 'Stealth', 'Naval', 'Parkour', 'Multiplayer', 'Historical', 'Story Rich', 'Singleplayer', 'Exploration', 'Action-Adventure', 'Atmospheric', 'RPG', 'Mature', 'Sandbox', 'Action RPG']",Action,True
Vector Thrust,starkillershadow553,"['Action', 'Simulation', 'Flight', 'Indie', 'Arcade', 'Multiplayer', 'Singleplayer']",Action,True
PAYDAY™ The Heist,76561198054465623,"['FPS', 'Action', 'Co-op', 'Heist', 'Crime', 'Multiplayer', 'Online Co-Op', 'Shooter', 'First-Person', 'Great Soundtrack', 'Team-Based', 'Difficult', 'Stealth', 'Tactical', 'Strategy', 'Singleplayer', 'Simulation', 'RPG', 'Indie', 'Adventure']",Action,True
Rayman® Legends,rigggy,"['Platformer', 'Great Soundtrack', 'Local Co-Op', 'Adventure', 'Action', '2D', '4 Player Local', 'Co-op', 'Fast-Paced', 'Controller', 'Funny', 'Local Multiplayer', 'Comedy', 'Side Scroller', 'Singleplayer', 'Music', 'Family Friendly', 'Difficult', 'Atmospheric', '3D Vision']",Action,True
Space Hulk,DemonRainDrops,"['Warhammer 40K', 'Strategy', 'Turn-Based', 'Board Game', 'Games Workshop', 'Turn-Based Strategy', 'Sci-fi', 'Indie', 'Tactical', 'Singleplayer', 'Multiplayer']",Indie,True
Saints Row IV: Inauguration Station,76561198106612756,"['Adventure', 'Action', 'Free to Play', 'Character Customization']",Action,True
Styx: Master of Shadows,76561198080103160,"['Stealth', 'Fantasy', 'Singleplayer', 'Adventure', 'Action', 'Third Person', 'RPG', 'Assassin', 'Parkour', 'Steampunk', 'Atmospheric', 'Magic', 'Dark Fantasy', 'Story Rich', 'Open World', 'Difficult', 'Great Soundtrack', 'Gore', 'Indie', 'Sandbox']",Action,True
Nuclear Throne,tinfoilcat,"['Rogue-like', 'Indie', 'Action', 'Difficult', 'Pixel Graphics', 'Bullet Hell', 'Top-Down Shooter', 'Rogue-lite', 'Great Soundtrack', 'Post-apocalyptic', 'Shooter', 'Singleplayer', 'Local Co-Op', 'Top-Down', 'RPG', '2D', 'Twin Stick Shooter', 'Perma Death', 'GameMaker', 'Local Multiplayer']",Action,True
Injustice: Gods Among Us Ultimate Edition,76561198070565427,"['Fighting', 'Superhero', 'Action', 'Multiplayer', 'Batman', 'Comic Book', 'Singleplayer', 'Local Multiplayer', 'Controller', '2D Fighter', ""Beat 'em up"", 'Arcade', '2.5D', 'Competitive', 'Story Rich', '2D', 'Atmospheric', '3D Vision', 'Gore', 'Great Soundtrack']",Action,True
GunZ 2: The Second Duel,bobseagull,"['Free to Play', 'Action', 'Multiplayer', 'Third-Person Shooter', 'Hack and Slash', 'Shooter', 'Co-op', 'Fast-Paced', 'PvP', 'Parkour', 'Third Person', 'Fighting', 'FPS', 'Indie', 'Massively Multiplayer', 'RPG', 'Adventure', 'Singleplayer', 'Strategy', 'First-Person']",Action,False
The Forest,76561198061174192,"['Early Access', 'Survival', 'Open World', 'Horror', 'Crafting', 'Adventure', 'Building', 'First-Person', 'Survival Horror', 'Action', 'Sandbox', 'Exploration', 'Atmospheric', 'Simulation', 'Indie', 'Singleplayer', 'Realistic', 'Gore', 'FPS', 'Zombies']",Action,True
Cognition: An Erica Reed Thriller,76561198072103064,"['Point & Click', 'Adventure', 'Female Protagonist', 'Indie', 'Episodic', 'Mystery', 'Detective', 'Story Rich', 'Singleplayer', 'Kickstarter']",Adventure,False
Day One : Garry's Incident,uhhallo,"['Survival', 'Indie', 'Adventure', 'Action', 'Psychological Horror', 'Crafting', 'Open World', 'Multiplayer', 'Illuminati', 'FPS', 'Singleplayer', 'Memes', 'First-Person', 'Dating Sim', 'Zombies', 'Shooter', 'Sandbox', 'Simulation', 'Co-op', 'Sci-fi']",Action,False
140,76561198095856407,"['Platformer', 'Indie', 'Rhythm', 'Minimalist', 'Music', 'Great Soundtrack', 'Short', 'Difficult', 'Action', '2D', 'Singleplayer', 'Colorful', 'Puzzle']",Action,True
Verdun,76561198085956238,"['World War I', 'FPS', 'Multiplayer', 'War', 'Historical', 'Realistic', 'Action', 'Shooter', 'First-Person', 'Military', 'Tactical', 'Strategy', 'Simulation', 'Team-Based', 'Co-op', 'Indie', 'Atmospheric', 'Singleplayer', 'Adventure', 'Gore']",Action,False
"Sir, You Are Being Hunted",76561198081987102,"['Survival', 'Stealth', 'Indie', 'Robots', 'First-Person', 'Procedural Generation', 'Action', 'Singleplayer', 'Open World', 'Steampunk', 'Comedy', 'Atmospheric', 'Horror', 'FPS', 'Kickstarter', 'Exploration', 'Multiplayer', 'Sandbox', 'Adventure', 'Rogue-like']",Action,True
Banished,TheDropix101,"['City Builder', 'Strategy', 'Simulation', 'Survival', 'Indie', 'Singleplayer', 'Sandbox', 'Medieval', 'Relaxing', 'Resource Management', 'Economy', 'Difficult', 'Open World', 'Building', 'Procedural Generation', 'Management', 'Historical', 'RTS', 'Atmospheric', 'Casual']",Indie,True
Anachronox,76561198039514270,"['RPG', 'Cyberpunk', 'Sci-fi', 'Comedy', 'Classic', 'Turn-Based', 'Singleplayer', 'Funny', 'Third Person', 'JRPG', 'Adventure']",RPG,True
Daikatana,3197,"['Action', 'FPS', 'Classic', 'Time Travel', 'Singleplayer', 'Sci-fi', 'Fantasy', 'Shooter', 'Multiplayer']",Action,False
Omikron: The Nomad Soul,76561198090724989,"['RPG', 'Cyberpunk', 'Great Soundtrack', 'Adventure', 'Sci-fi', 'Cult Classic', 'Classic', 'Open World', 'Fighting', ""1990's""]",RPG,False
Betrayer,jjas01,"['Horror', 'Adventure', 'First-Person', 'Atmospheric', 'Indie', 'Open World', 'Action', 'Singleplayer', 'Exploration', 'Stealth', 'Walking Simulator', 'Survival', 'FPS', 'Dark', 'Medieval', 'Survival Horror', 'Historical', 'RPG', 'Shooter', 'Story Rich']",Action,True
Memoria,76561198064428104,"['Adventure', 'Point & Click', 'Fantasy', 'Indie', 'Female Protagonist', 'Story Rich', 'Singleplayer', 'Puzzle', 'Atmospheric']",Adventure,True
Poöf,rainbowbaloney,"['Action', 'Indie', 'Strategy', 'Platformer', 'Tower Defense']",Action,True
TrackMania² Valley,Tempercanns,"['Racing', 'Sports', 'Multiplayer', 'Level Editor', '3D Vision', 'Time Attack', 'Arcade', 'Singleplayer', 'Local Multiplayer', 'Split Screen']",Racing,True
Urban Trial Freestyle,randyy242,"['Racing', 'Action', 'Simulation', 'Sports', 'Singleplayer', 'Arcade', 'Physics']",Action,False
Watch_Dogs™,1337lolroflmao,"['Open World', 'Hacking', 'Action', 'Multiplayer', 'Third Person', 'Adventure', 'Stealth', 'Third-Person Shooter', 'Singleplayer', 'Atmospheric', 'Shooter', 'Parkour', 'Sandbox', 'Driving', 'Co-op', 'Strategy', 'Futuristic', 'RPG', 'Simulation', 'FPS']",Action,True
PixelJunk™ Monsters Ultimate,EPICTIME,"['Tower Defense', 'Strategy', 'Local Co-Op', '2D', 'Online Co-Op', 'Co-op', 'Indie', 'Singleplayer']",Strategy,True
Gas Guzzlers Extreme,minecast24,"['Racing', 'Action', 'Multiplayer', 'Sports', 'Shooter', 'Co-op', 'Zombies', 'Arena Shooter', 'Singleplayer', 'Funny', 'Destruction', 'Open World', 'FPS']",Action,True
Divinity: Dragon Commander,76561197970980141,"['Strategy', 'RPG', 'Dragons', 'Political', 'Fantasy', 'Action', 'RTS', 'Singleplayer', 'Turn-Based', 'Steampunk', 'Real-Time with Pause', 'Choices Matter', 'Story Rich', 'Multiplayer', 'Comedy', 'Co-op', 'Great Soundtrack']",Action,True
"Invisible, Inc.",76561198101689269,"['Stealth', 'Turn-Based Strategy', 'Cyberpunk', 'Rogue-like', 'Turn-Based', 'Strategy', 'Indie', 'Procedural Generation', 'Isometric', 'Singleplayer', 'Turn-Based Tactics', 'Tactical', 'Perma Death', 'Difficult', 'Action', 'Rogue-lite', 'Sci-fi', 'Adventure', 'Great Soundtrack', 'Female Protagonist']",Action,True
Rise of Flight United,rrbr,"['Simulation', 'Flight', 'World War I', 'Free to Play', 'Multiplayer', 'Historical', 'Singleplayer', 'Action', 'Realistic', 'Shooter']",Free to Play,False
Homeworld Remastered Collection,76561198048417105,"['Space', 'Strategy', 'RTS', 'Sci-fi', 'Classic', 'Great Soundtrack', 'Story Rich', 'Remake', 'Atmospheric', 'Multiplayer', 'Simulation', 'Tactical', 'Singleplayer', 'Moddable', 'Action', '4X', 'Adventure', 'Female Protagonist', 'Futuristic', 'Survival']",Simulation,True
Supreme Ruler 1936,76561198045283919,"['Strategy', 'Indie', 'Grand Strategy', 'World War II', 'Simulation', 'Historical', 'RTS', 'War']",Indie,True
Men of War: Assault Squad 2,76561198049614185,"['Strategy', 'World War II', 'War', 'Simulation', 'RTS', 'Action', 'Tactical', 'Multiplayer', 'Military', 'Real Time Tactics', 'Realistic', 'Tanks', 'Historical', 'Co-op', 'Destruction', 'Singleplayer', 'Atmospheric', 'Difficult', 'Adventure', 'Classic']",Action,True
Epigenesis,giveyouagoodlink,"['Action', 'Sports', 'Indie', 'FPS', 'Multiplayer', 'Fast-Paced', 'Team-Based', 'Sci-fi', 'Free to Play', 'Shooter']",Action,True
NEOTOKYO,76561198078909556,"['Free to Play', 'Multiplayer', 'FPS', 'Cyberpunk', 'Shooter', 'Action', 'Anime', 'Great Soundtrack', 'Mod', 'Tactical', 'Sci-fi', 'First-Person', 'Team-Based', 'Futuristic', 'Co-op', 'Singleplayer', 'Realistic', 'Indie', 'Adventure', 'Zombies']",Action,False
Shelter,76561198051644906,"['Indie', 'Adventure', 'Cute', 'Survival', 'Short', 'Singleplayer', 'Atmospheric', 'Simulation', 'Female Protagonist', 'Casual', 'Great Soundtrack', 'Open World', 'Walking Simulator', 'Third Person', 'Stylized', 'Family Friendly']",Adventure,True
Divekick,MyZan1ty,"['Fighting', 'Indie', '2D Fighter', 'Parody', 'Local Multiplayer', 'Action', 'e-sports', 'Local Co-Op', 'Funny', '2D', 'Comedy', 'Multiplayer', 'Competitive', 'Controller', 'Arcade', 'Casual']",Action,True
StarMade,JohnMotherfuckingWick,"['Early Access', 'Space', 'Sandbox', 'Open World', 'Multiplayer', 'Building', 'Sci-fi', 'Voxel', 'Adventure', 'Indie', 'Crafting', 'Action', 'Simulation', 'Exploration', 'Strategy', 'RPG', 'Space Sim', 'Co-op', 'Singleplayer', 'Massively Multiplayer']",Action,False
Foul Play,i_dont_give_a_jacks_ass,"[""Beat 'em up"", 'Action', 'Indie', 'Local Co-Op', 'Casual', 'Adventure', 'Comedy', 'Online Co-Op', 'Co-op', '2D', 'Side Scroller', 'Steampunk']",Action,True
Electronic Super Joy,kards,"['Platformer', 'Indie', 'Great Soundtrack', 'Difficult', 'Action', 'Singleplayer', 'Music', 'Pixel Graphics', '2D', 'Soundtrack', 'Side Scroller', 'Rhythm', 'Score Attack', 'Retro', 'Short']",Action,True
Velocity®Ultra,76561198091682568,"['Action', 'Indie', ""Shoot 'Em Up"", '2D', 'Female Protagonist']",Action,True
SNOW,dahaydos,"['Early Access', 'Sports', 'Free to Play', 'Multiplayer', 'Open World', 'Simulation', 'Indie', 'Realistic', 'VR', 'First-Person', 'Singleplayer', 'Adventure', 'Action', 'Controller', 'Exploration', 'Funny', 'Third Person', 'Massively Multiplayer', 'Memes', 'Casual']",Free to Play,True
Bloody Good Time,76561198041877981,"['Action', 'FPS', 'Multiplayer', 'Comedy', 'Funny', 'Shooter', 'Gore', 'First-Person']",Action,False
The Novelist,bymyselfformyself,"['Indie', 'Adventure', 'Story Rich', 'Casual', 'Atmospheric', 'Exploration', 'First-Person', 'Stealth', 'Choices Matter', 'Singleplayer', 'Walking Simulator', 'Short']",Adventure,True
Skullgirls,Devmabby,"['Fighting', '2D Fighter', 'Indie', 'Multiplayer', 'Anime', '2D', 'Great Soundtrack', 'Action', 'Competitive', 'Female Protagonist', 'Crowdfunded', 'Local Multiplayer', 'Cute', 'Hand-drawn', 'Cartoon', 'Arcade', 'Controller', 'Singleplayer', ""Beat 'em up"", 'Nudity']",Action,False
ENSLAVED™: Odyssey to the West™ Premium Edition,76561197970565267,"['Adventure', 'Action', 'Post-apocalyptic', 'Singleplayer', 'Story Rich', 'Hack and Slash', 'Action-Adventure', 'Third Person', 'Sci-fi', 'Atmospheric', 'Platformer', 'Robots', 'Great Soundtrack', 'Parkour', 'Female Protagonist', '3D Vision', 'Controller', '3D Platformer', 'Linear', 'Open World']",Action,True
Etherium,derpmelon,"['Sci-fi', 'Strategy', 'RTS', 'Multiplayer', 'Space', '4X', 'Singleplayer', 'Action']",Strategy,True
"I Have No Mouth, and I Must Scream",VoxMaro,"['Point & Click', 'Adventure', 'Horror', 'Based On A Novel', 'Classic', 'Dark', 'Post-apocalyptic', 'Surreal', 'Retro', 'Cyberpunk', 'Sci-fi', 'Psychological Horror', 'Story Rich', 'Singleplayer', 'Cult Classic', 'Atmospheric', 'Mature', ""1990's"", 'Drama', '2D']",Adventure,True
Democracy 3,Macindroid,"['Simulation', 'Politics', 'Strategy', 'Indie', 'Turn-Based', 'Singleplayer', 'Political', 'Economy', 'Sandbox', 'Management', 'Moddable', 'Difficult', '2D', 'Casual', 'Turn-Based Strategy', 'Education', 'Funny']",Indie,False
Trials Fusion™,ApexNZ,"['Racing', 'Multiplayer', 'Singleplayer', 'Physics', 'Local Multiplayer', 'Sports', 'Futuristic', 'Action', 'Platformer', 'Funny', '2.5D', 'Competitive', 'Level Editor', '2D', 'Difficult', 'Casual', 'Simulation', 'Arcade', 'Great Soundtrack', 'Adventure']",Racing,True
Free to Play,asianturtlefrenzy,"['Free to Play', 'Documentary', 'e-sports']",sin dato,True
Tropico 5,76561198095921854,"['Strategy', 'Simulation', 'City Builder', 'Sandbox', 'Multiplayer', 'Economy', 'Politics', 'Singleplayer', 'Resource Management', 'Co-op', 'Management', 'RPG', 'Comedy', 'Historical', 'Great Soundtrack', 'Atmospheric', 'RTS', 'Open World', 'Funny', 'Adventure']",RPG,True
Hack 'n' Slash,76561198068688231,"['Adventure', 'Indie', 'Hacking', 'Hack and Slash', 'Puzzle', 'Casual', 'Programming', 'Female Protagonist', 'Singleplayer', 'Fantasy', '2D']",Adventure,False
Spacebase DF-9,AnonRookie,"['Simulation', 'Space', 'Sci-fi', 'Base Building', 'Strategy', 'Indie', 'Sandbox', 'Building', 'Survival', 'Singleplayer', 'Futuristic', 'Management', 'Comedy', 'City Builder', '2D', 'Isometric']",Indie,False
MASSIVE CHALICE,worstcardinthegame,"['Strategy', 'Turn-Based', 'Indie', 'Tactical', 'Turn-Based Tactics', 'Fantasy', 'Singleplayer', 'Kickstarter', 'RPG']",Indie,True
Paranormal,vegetable89,"['Early Access', 'Horror', 'Indie', 'Adventure', 'Simulation', 'Action']",Action,True
Kingdom Rush,asianturtlefrenzy,"['Tower Defense', 'Strategy', 'Indie', 'Singleplayer', 'Fantasy', 'Action', '2D', 'Tactical', 'Casual', 'Touch-Friendly', 'Adventure', 'Difficult', 'Funny', 'Comedy', 'RPG']",Action,True
The Typing of The Dead: Overkill,Cydran,"['Typing', 'On-Rails Shooter', 'Zombies', 'Comedy', 'Action', 'Education', 'Parody', 'Arcade', 'Funny', 'Score Attack', 'Singleplayer', 'Horror', 'First-Person', 'Multiplayer', 'Shooter', 'Co-op', 'FPS', 'Great Soundtrack', 'Gore']",Action,True
